scientific_name,latitude,longitude,observed_on,provider
Ochlodes sylvanoides,37.363248,-122.1756693,2016-08-30,iNat
Speyeria cybele,46.7157533939,-117.016711235,2016-08-31,iNat
Colias eurytheme,46.7157386822,-117.0164966583,2016-08-31,iNat
Ochlodes sylvanoides,37.91154809,-122.60207995,2016-08-03,iNat
Vanessa cardui,34.8097661065,-119.16672706600001,2016-08-31,iNat
Ochlodes sylvanoides,36.3690760171,-120.6884193452,2016-08-24,iNat
Ochlodes sylvanoides,36.3690760171,-120.6884193452,2016-08-24,iNat
Colias eurytheme,34.8129224624,-119.1378879547,2016-09-01,iNat
Vanessa cardui,34.8135214446,-119.1379737854,2016-09-01,iNat
Ochlodes sylvanoides,45.244180044,-117.9698449373,2016-08-22,iNat
Ochlodes sylvanoides,36.339986,-120.812463,2016-08-23,iNat
Ochlodes sylvanoides,36.339986,-120.812463,2016-08-23,iNat
Ochlodes sylvanoides,36.4643738835,-121.1540390924,2016-08-22,iNat
Ochlodes sylvanoides,36.5021054968,-121.12663821699999,2016-08-31,iNat
Ochlodes sylvanoides,37.8292916667,-122.2658833333,2016-09-02,iNat
Ochlodes sylvanoides,33.0707388044,-116.601550877,2016-09-02,iNat
Ochlodes sylvanoides,48.1298726388,-122.8019892532,2016-09-02,iNat
Ochlodes sylvanoides,38.4701889174,-122.5648927689,2016-09-02,iNat
Ochlodes sylvanoides,38.0672805,-122.9186633333,2016-09-02,iNat
Eurema mexicana,29.241507,-103.291225,2016-08-26,iNat
Ochlodes sylvanoides,32.730235,-117.146605,2016-08-30,iNat
Colias eurytheme,40.2961584566,-105.7231386952,2016-06-25,iNat
Vanessa cardui,40.2398088202,-105.1306442179,2016-07-27,iNat
Colias eurytheme,40.279101001,-105.4257612966,2016-07-30,iNat
Erebia epipsodea,40.2432985825,-105.7086788749,2016-07-23,iNat
Ochlodes sylvanoides,38.36522,-120.685555,2016-09-03,iNat
Ochlodes sylvanoides,34.2427183333,-117.8759483333,2016-09-03,iNat
Vanessa cardui,38.3642029357,-120.6879322745,2016-09-03,iNat
Ochlodes sylvanoides,37.8747300305,-121.9627153873,2016-09-03,iNat
Vanessa cardui,38.3556572336,-120.6983757019,2016-09-03,iNat
Colias eurytheme,43.5448695303,-103.4810022959,2016-09-03,iNat
Eurema mexicana,31.5391478144,-110.7607711673,2016-09-04,iNat
Libytheana carinenta,31.5395419029,-110.7603542069,2016-09-04,iNat
Colias eurytheme,38.366612,-119.956244,2016-07-03,iNat
Ochlodes sylvanoides,42.311735,-122.964299,2016-09-04,iNat
Ochlodes sylvanoides,33.735475,-117.684668,2016-09-04,iNat
Ochlodes sylvanoides,40.9902789461,-111.406069099,2016-08-02,iNat
Ochlodes sylvanoides,32.76424,-116.84675,2016-09-04,iNat
Ochlodes sylvanoides,37.7128434221,-122.0609339467,2016-09-04,iNat
Ochlodes sylvanoides,34.1000783359,-118.7326812744,2016-09-04,iNat
Ochlodes sylvanoides,37.1665679942,-122.2168582358,2016-09-04,iNat
Ochlodes sylvanoides,34.3093866667,-118.13811,2016-09-04,iNat
Ochlodes sylvanoides,34.3157333333,-118.1365633333,2016-09-04,iNat
Ochlodes sylvanoides,37.871817,-121.969239,2016-09-03,iNat
Polygonia gracilis,39.8296216667,-105.6445033333,2016-08-21,iNat
Vanessa cardui,32.24037686,-110.93632105,2016-09-05,iNat
Ochlodes sylvanoides,36.65375,-121.7473966667,2016-09-04,iNat
Celastrina echo,34.4164595903,-111.1558914185,2007-06-08,iNat
Polygonia gracilis,34.4164595903,-111.1558914185,2007-07-10,iNat
Ochlodes sylvanoides,34.265883352,-118.6171531677,2016-09-04,iNat
Aglais milberti,38.4466220811,-109.2334763614,2016-09-05,iNat
Ochlodes sylvanoides,40.6985353999,-111.7682504654,2016-09-05,iNat
Ochlodes sylvanoides,37.4037084458,-122.3159258946,2016-09-05,iNat
Ochlodes sylvanoides,37.3130759018,-122.188434004,2016-09-05,iNat
Vanessa cardui,37.3129391494,-122.1884989344,2016-09-05,iNat
Eurema mexicana,29.2706,-103.3024833333,2016-08-26,iNat
Ochlodes sylvanoides,34.0887401579,-118.4836183862,2016-09-06,iNat
Libytheana carinenta,29.2304777778,-103.1659305556,2016-08-28,iNat
Ochlodes sylvanoides,34.2159593,-117.6623267,2016-09-06,iNat
Colias eurytheme,36.1449338679,-115.419858072,2016-09-07,iNat
Libytheana carinenta,28.4851173018,-100.9158557653,2016-09-02,iNat
Speyeria cybele,45.387854,-114.050973,2016-08-30,iNat
Ochlodes sylvanoides,37.6780988,-122.402702,2016-09-08,iNat
Ochlodes sylvanoides,37.1652555652,-122.1880885867,2016-09-08,iNat
Ochlodes sylvanoides,45.707582,-122.655466,2016-09-08,iNat
Aglais milberti,40.0019390969,-119.6267128455,2011-10-14,iNat
Ochlodes sylvanoides,44.178555,-124.113009,2016-09-08,iNat
Ochlodes sylvanoides,34.2265556194,-117.1298048181,2016-09-09,iNat
Ochlodes sylvanoides,34.2285780469,-117.12565762,2016-09-10,iNat
Colias eurytheme,42.8892533333,-100.4668383333,2016-09-10,iNat
Ochlodes sylvanoides,37.884722,-121.995651,2016-09-10,iNat
Ochlodes sylvanoides,37.884722,-121.995651,2016-09-10,iNat
Vanessa cardui,38.864536,-104.645665,2016-09-08,iNat
Ochlodes sylvanoides,34.8496716667,-119.06093,2016-09-10,iNat
Boloria epithore,47.718846,-121.1708393,2016-05-18,iNat
Ochlodes sylvanoides,38.1393731,-122.5931213,2016-09-11,iNat
Aglais milberti,47.8346101723,-122.218989672,2013-06-29,iNat
Ochlodes sylvanoides,45.714179,-123.904045,2016-09-09,iNat
Colias eurytheme,43.09334,-101.5647433333,2016-09-11,iNat
Ochlodes sylvanoides,32.74333,-116.67422,2016-09-10,iNat
Aglais milberti,48.744262,-113.7377214,2016-07-18,iNat
Polygonia gracilis,48.744262,-113.7377214,2016-07-18,iNat
Boloria epithore,48.815800265,-113.7410735271,2016-07-19,iNat
Erebia epipsodea,48.8438888,-113.7208333,2016-07-19,iNat
Boloria epithore,48.8438888,-113.7208333,2016-07-19,iNat
Polygonia gracilis,48.7606203794,-113.7302600873,2016-07-21,iNat
Lycaena mariposa,47.8398647168,-123.2135066,2016-07-25,iNat
Ochlodes sylvanoides,47.8398647168,-123.2135066,2016-07-25,iNat
Polygonia gracilis,46.7977741488,-121.7229569036,2016-07-29,iNat
Ochlodes sylvanoides,47.6658986257,-122.0351815948,2016-09-11,iNat
Ochlodes sylvanoides,34.3084733333,-118.1601566667,2016-09-11,iNat
Ochlodes sylvanoides,38.149352224,-120.37372084,2016-08-27,iNat
Ochlodes sylvanoides,37.7193533333,-122.4207916667,2016-09-13,iNat
Ochlodes sylvanoides,34.90205,-118.6719066667,2016-09-12,iNat
Ochlodes sylvanoides,34.2327560885,-117.1377968788,2016-09-09,iNat
Ochlodes sylvanoides,37.142488931,-122.3925055339,2016-09-13,iNat
Ochlodes sylvanoides,37.247494,-118.56942,2016-09-11,iNat
Ochlodes sylvanoides,37.681409,-122.40941,2016-09-14,iNat
Ochlodes sylvanoides,34.9018104173,-118.6717897654,2016-09-12,iNat
Libytheana carinenta,33.11104,-109.8295,2016-09-06,iNat
Ochlodes sylvanoides,34.8663556706,-118.661956787,2016-09-12,iNat
Vanessa cardui,33.1131,-109.8309,2016-09-06,iNat
Gyrocheilus patrobas,31.4558656406,-110.3959500865,2016-09-12,iNat
Polygonia gracilis,40.4112557,-105.6347734,2016-07-27,iNat
Polygonia gracilis,40.3888871818,-105.6740570068,2016-07-29,iNat
Ochlodes sylvanoides,37.8421871,-122.272478,2016-09-15,iNat
Ochlodes sylvanoides,37.3255330795,-122.1971511841,2016-09-15,iNat
Vanessa cardui,37.6787556,-122.4040114,2016-09-16,iNat
Ochlodes sylvanoides,37.6772481873,-122.4016857147,2016-09-16,iNat
Ochlodes sylvanoides,37.279505,-122.060902,2016-09-16,iNat
Vanessa cardui,38.3275918468,-123.0520105397,2015-04-17,iNat
Libytheana carinenta,33.44384193,-111.5360999,2016-09-17,iNat
Ochlodes sylvanoides,47.9109,-122.5266888889,2016-08-06,iNat
Vanessa cardui,32.232874,-110.900387,2012-10-12,iNat
Libytheana carinenta,32.232874,-110.900387,2012-10-06,iNat
Ochlodes sylvanoides,34.1810516667,-118.09654,2016-09-18,iNat
Ochlodes sylvanoides,47.6852679618,-122.2503662109,2013-08-18,iNat
Ochlodes sylvanoides,32.8185296305,-117.0518106222,2016-09-16,iNat
Ochlodes sylvanoides,37.8629133,-122.4325119,2016-09-18,iNat
Ochlodes sylvanoides,32.79531,-116.75995,2016-09-17,iNat
Libytheana carinenta,32.2553281557,-110.8458253556,2016-09-15,iNat
Ochlodes sylvanoides,34.2678820534,-118.6258220673,2016-09-18,iNat
Ochlodes sylvanoides,34.2715704202,-118.6224746704,2016-09-18,iNat
Colias eurytheme,38.4454888402,-122.8168058395,2016-09-19,iNat
Ochlodes sylvanoides,34.2681760647,-118.6243200302,2016-09-19,iNat
Aglais milberti,37.485954,-106.145718,2016-09-17,iNat
Ochlodes sylvanoides,48.7477427216,-123.2071208954,2016-08-11,iNat
Ochlodes sylvanoides,36.4720587343,-121.1902713765,2016-09-17,iNat
Colias eurytheme,36.376359517,-120.7303798328,2016-09-18,iNat
Ochlodes sylvanoides,37.7100333333,-122.391075,2016-09-21,iNat
Ochlodes sylvanoides,34.0999866517,-118.7174034119,2016-09-20,iNat
Colias eurytheme,38.0373306,-121.374175,2016-09-17,iNat
Plebejus anna,39.6748474476,-120.6482076649,2010-07-02,iNat
Celastrina echo,35.7893,-118.5765,2016-06-21,iNat
Celastrina echo,35.7893,-118.5765,2016-06-21,iNat
Vanessa cardui,42.7383686914,-118.6382697451,2010-07-16,iNat
Polygonia gracilis,42.7383686914,-118.6382697451,2010-07-21,iNat
Ochlodes sylvanoides,37.7442951451,-119.5816040057,2016-09-03,iNat
Polygonia gracilis,38.050406,-119.259317,2016-09-17,iNat
Libytheana carinenta,31.561988,-111.046495,2016-08-14,iNat
Libytheana carinenta,31.562158,-111.046628,2016-08-14,iNat
Vanessa cardui,32.5701072253,-116.0760498047,2015-10-24,iNat
Colias eurytheme,37.9113118832,-122.0624555159,2016-09-23,iNat
Aglais milberti,41.9316304304,-105.5130841933,2016-04-09,iNat
Ochlodes sylvanoides,34.5479617162,-119.2663336109,2016-09-23,iNat
Aglais milberti,46.9153893274,-121.6441869736,2016-08-25,iNat
Ochlodes sylvanoides,37.924921,-122.204402,2016-09-24,iNat
Vanessa cardui,33.976045,-111.80199,2016-09-24,iNat
Libytheana carinenta,33.9760683333,-111.8019833333,2016-09-24,iNat
Colias eurytheme,33.9760633333,-111.8019916667,2016-09-24,iNat
Celastrina echo,42.1633320997,-114.2908435296,2016-06-02,iNat
Erebia epipsodea,41.3205867328,-105.5372788559,2016-06-18,iNat
Ochlodes sylvanoides,37.8264633815,-122.5086306916,2016-09-17,iNat
Vanessa cardui,37.8264633815,-122.5086306916,2016-09-17,iNat
Vanessa cardui,33.6912633333,-117.97277,2016-09-20,iNat
Colias eurytheme,37.5251813824,-122.3237729073,2016-09-25,iNat
Colias eurytheme,37.5011466157,-122.4979019165,2016-09-25,iNat
Ochlodes sylvanoides,33.79324,-118.2883133333,2016-09-25,iNat
Vanessa cardui,34.2376966667,-116.9114133333,2016-09-23,iNat
Colias eurytheme,37.6871845224,-119.5957399143,2016-09-25,iNat
Ochlodes sylvanoides,37.6328563753,-119.5892637716,2016-09-25,iNat
Libytheana carinenta,32.9167,-110.734709,2016-09-17,iNat
Libytheana carinenta,32.916108,-110.735845,2016-09-17,iNat
Colias eurytheme,37.9033092849,-122.1257721681,2016-09-26,iNat
Ochlodes sylvanoides,34.5008579653,-119.3439674377,2010-08-15,iNat
Libytheana carinenta,31.562008,-111.04665,2016-08-14,iNat
Colias eurytheme,32.7840433333,-115.6889733333,2016-08-15,iNat
Colias eurytheme,33.2201566667,-111.582695,2016-09-04,iNat
Colias eurytheme,33.2201566667,-111.582695,2016-09-04,iNat
Colias eurytheme,36.6050208085,-121.8578624725,2016-09-26,iNat
Aglais milberti,44.661671652,-111.0987203806,2016-08-27,iNat
Colias eurytheme,34.3470030663,-118.7300127602,2016-09-27,iNat
Colias eurytheme,38.3280129126,-122.2843699997,2016-09-27,iNat
Ochlodes sylvanoides,37.334303059,-122.1102905273,2016-09-20,iNat
Vanessa cardui,37.6245803833,-112.1618804932,2014-07-06,iNat
Ochlodes sylvanoides,37.3457139016,-122.1853923348,2016-09-18,iNat
Ochlodes sylvanoides,37.330174,-122.178862,2016-09-18,iNat
Vanessa cardui,38.2975381,-122.286865,2015-02-28,iNat
Vanessa cardui,34.0915094739,-118.2833900228,2016-09-28,iNat
Plebejus anna,42.3621856125,-120.7656669617,2016-07-21,iNat
Colias eurytheme,37.7454333333,-122.3752583333,2016-09-30,iNat
Colias eurytheme,37.6476020776,-122.148141861,2016-09-30,iNat
Vanessa cardui,34.0945106,-118.0906255,2016-09-30,iNat
Vanessa cardui,41.3097283333,-105.5528633333,2016-10-01,iNat
Libytheana carinenta,29.165784,-103.611755,2016-08-25,iNat
Ochlodes sylvanoides,37.118716305,-122.2723388672,2016-10-01,iNat
Vanessa cardui,40.37123,-105.2276916667,2016-10-01,iNat
Libytheana carinenta,29.327958,-103.206228,2016-09-22,iNat
Aglais milberti,40.728982,-110.847716,2008-07-28,iNat
Vanessa cardui,32.78980432,-116.93931203,2016-10-03,iNat
Gyrocheilus patrobas,31.7238418277,-110.8816841555,2016-09-29,iNat
Vanessa cardui,40.2203056749,-105.3156280518,2016-10-02,iNat
Ochlodes sylvanoides,40.1695606615,-105.1371860504,2011-08-29,iNat
Aglais milberti,41.17237,-106.05111,2014-06-21,iNat
Libytheana carinenta,31.7979845579,-110.7925615442,2016-09-29,iNat
Colias eurytheme,38.3988791717,-121.3731028827,2016-08-18,iNat
Colias eurytheme,37.88175,-122.29992,2016-10-04,iNat
Colias eurytheme,41.8582,-104.13199,2014-08-16,iNat
Aglais milberti,43.64812,-110.76934,2014-09-01,iNat
Aglais milberti,41.07936,-106.01241,2015-03-28,iNat
Libytheana carinenta,33.5375604663,-101.8653728798,2016-09-28,iNat
Colias eurytheme,37.8013037548,-122.4746661192,2016-10-06,iNat
Colias eurytheme,37.7644951327,-122.3912193999,2016-10-06,iNat
Vanessa cardui,29.274457,-103.286668,2016-10-01,iNat
Ochlodes sylvanoides,47.069573,-122.947566,2016-08-04,iNat
Celastrina echo,35.7892908097,-118.576708137,2016-06-30,iNat
Colias eurytheme,37.9268405187,-122.1878471458,2016-10-07,iNat
Ochlodes sylvanoides,37.9242440354,-122.1726445385,2016-10-07,iNat
Ochlodes sylvanoides,37.9242440354,-122.1726445385,2016-10-07,iNat
Colias eurytheme,38.0058803573,-121.698936224,2016-10-07,iNat
Vanessa cardui,41.3145395788,-105.5839680602,2016-10-08,iNat
Colias eurytheme,37.8813633333,-121.9128633333,2016-10-08,iNat
Colias eurytheme,38.004939,-121.707916,2016-10-07,iNat
Colias eurytheme,38.02008,-121.820199,2016-10-07,iNat
Celastrina echo,35.8191121087,-105.6790612488,2015-06-17,iNat
Colias eurytheme,38.0207236574,-121.8350422382,2016-10-07,iNat
Vanessa cardui,39.9783561542,-105.1604007774,2016-10-09,iNat
Colias eurytheme,33.690224,-101.238299,2016-10-08,iNat
Vanessa cardui,33.690224,-101.238299,2016-10-08,iNat
Colias eurytheme,37.322555,-122.1731333333,2016-10-09,iNat
Ochlodes sylvanoides,37.3208883162,-122.1757750253,2016-10-09,iNat
Colias eurytheme,37.3208883162,-122.1757750253,2016-10-09,iNat
Colias eurytheme,36.377255,-120.691475,2016-10-08,iNat
Colias eurytheme,37.767125,-122.474105,2016-10-09,iNat
Ochlodes sylvanoides,36.3680916667,-120.8402116667,2016-10-08,iNat
Ochlodes sylvanoides,36.367445,-120.8404466667,2016-10-08,iNat
Colias eurytheme,33.690235,-101.238283,2016-10-10,iNat
Vanessa cardui,40.5304365143,-105.1793289974,2016-10-10,iNat
Colias eurytheme,40.5294579839,-105.1764965057,2016-10-10,iNat
Colias eurytheme,36.1234231238,-115.4874176212,2016-10-07,iNat
Colias eurytheme,36.1234924031,-115.4868381774,2016-10-07,iNat
Colias eurytheme,36.1234837369,-115.4868489063,2016-10-07,iNat
Vanessa cardui,33.577863,-101.855166,2016-10-11,iNat
Celastrina echo,35.7777161398,-118.569124191,2016-06-21,iNat
Libytheana carinenta,32.217753,-110.883876,2016-10-09,iNat
Vanessa cardui,32.217753,-110.883876,2012-03-15,iNat
Colias eurytheme,32.217753,-110.883876,2012-10-20,iNat
Ochlodes sylvanoides,37.3961729712,-122.0011541641,2016-10-09,iNat
Libytheana carinenta,32.2769432068,-110.9494476318,2016-10-11,iNat
Ochlodes sylvanoides,37.2683983333,-122.4078366667,2016-10-09,iNat
Colias eurytheme,32.97475,-116.34911,2016-10-09,iNat
Ochlodes sylvanoides,37.1849203896,-122.3390078545,2016-10-12,iNat
Colias eurytheme,37.9451157593,-122.1903900102,2016-10-11,iNat
Vanessa cardui,32.3396260056,-110.9816472684,2016-10-15,iNat
Vanessa cardui,33.555021000000004,-101.869176,2016-10-15,iNat
Vanessa cardui,33.583735,-101.88718,2016-10-15,iNat
Ochlodes sylvanoides,36.8166185,-121.7394939,2016-08-21,iNat
Ochlodes sylvanoides,36.8166185,-121.7394939,2016-08-21,iNat
Colias eurytheme,38.3997001872,-121.3719901164,2016-10-11,iNat
Libytheana carinenta,32.3928061124,-111.1317948934,2016-10-16,iNat
Vanessa cardui,34.0931371597,-118.2984611507,2016-10-14,iNat
Lycaena heteronea,38.446833,-123.124417,2013-06-26,iNat
Ochlodes sylvanoides,33.7501064844,-117.6872634888,2016-10-16,iNat
Ochlodes sylvanoides,33.7501064844,-117.6872634888,2016-10-16,iNat
Ochlodes sylvanoides,45.7575222095,-122.7773880959,2016-08-27,iNat
Boloria epithore,44.4860800431,-123.4267856099,2016-06-19,iNat
Vanessa cardui,33.7687551977,-117.2344352325,2016-10-16,iNat
Celastrina echo,45.5469616,-123.1386021,2016-04-16,iNat
Celastrina echo,35.8106048354,-118.5731246038,2016-06-30,iNat
Vanessa cardui,35.8106048354,-118.5731246038,2016-06-30,iNat
Libytheana carinenta,31.805055,-110.9003133333,2016-10-18,iNat
Ochlodes sylvanoides,48.5233620018,-123.5107040405,2016-09-03,iNat
Colias eurytheme,38.0209583333,-122.8659666667,2016-10-11,iNat
Celastrina echo,32.912535,-109.490832,2016-10-19,iNat
Vanessa cardui,31.5540383333,-110.37345,2016-10-19,iNat
Eurema mexicana,31.5552157,-110.3499216,2016-10-19,iNat
Eurema mexicana,31.4917636,-110.3173032,2016-10-19,iNat
Vanessa cardui,34.118161573,-118.2550450937,2016-10-19,iNat
Vanessa cardui,33.5266779,-101.838825,2016-10-20,iNat
Vanessa cardui,37.50321,-122.496755,2016-10-20,iNat
Vanessa cardui,34.1008372136,-118.7153220177,2016-10-19,iNat
Vanessa cardui,31.389405,-111.123375,2016-10-20,iNat
Colias eurytheme,36.26294,-115.60931,2016-09-27,iNat
Polygonia gracilis,36.26279,-115.6090483333,2016-09-27,iNat
Celastrina echo,36.2736383333,-115.6704633333,2016-09-27,iNat
Vanessa cardui,32.503447,-116.833977,2016-10-10,iNat
Colias eurytheme,46.1631145758,-123.8774023693,2016-10-11,iNat
Colias eurytheme,37.933642,-122.166858,2016-10-22,iNat
Colias eurytheme,38.2714183333,-121.43893,2016-10-22,iNat
Colias eurytheme,37.950312,-122.139861,2016-10-22,iNat
Ochlodes sylvanoides,34.2726256092,-118.612574476,2016-10-21,iNat
Colias eurytheme,37.9562061566,-122.1401381493,2016-10-22,iNat
Boloria epithore,45.269778329,-121.6782187312,2016-06-19,iNat
Vanessa cardui,35.943205,-105.24897,2016-10-22,iNat
Vanessa cardui,35.5944783333,-105.2189783333,2016-10-23,iNat
Vanessa cardui,35.5493133333,-105.687775,2016-10-23,iNat
Vanessa cardui,31.7687633005,-106.5015964666,2016-10-23,iNat
Vanessa cardui,31.7676189,-106.5044418,2016-10-24,iNat
Vanessa cardui,38.534631,-123.278326,2016-10-22,iNat
Vanessa cardui,32.255597104,-110.8371770128,2016-10-24,iNat
Colias eurytheme,41.0375955922,-112.2427983282,2016-09-30,iNat
Vanessa cardui,31.7675333333,-106.50235,2016-10-24,iNat
Libytheana carinenta,29.265,-103.302,2016-10-22,iNat
Colias eurytheme,33.5553194,-101.8681862,2016-10-25,iNat
Colias eurytheme,38.9962616667,-109.7062733333,2016-10-01,iNat
Vanessa cardui,32.8181380014,-117.0524168015,2016-10-26,iNat
Colias eurytheme,34.2629083333,-118.7714083333,2016-10-26,iNat
Colias eurytheme,39.4247833333,-105.0653,2016-10-04,iNat
Celastrina echo,37.298773199,-122.3377418518,2016-06-12,iNat
Vanessa cardui,32.68387,-116.53402,2016-10-29,iNat
Vanessa cardui,32.2830155947,-106.7533422366,2016-10-31,iNat
Vanessa cardui,34.0647480001,-118.1698073074,2016-11-01,iNat
Colias eurytheme,38.4366147,-122.5126647,2010-06-06,iNat
Vanessa cardui,34.066130178,-118.1683334836,2016-11-02,iNat
Ochlodes sylvanoides,37.8421871,-122.272478,2016-11-01,iNat
Libytheana carinenta,32.916833,-110.734428,2016-09-17,iNat
Colias eurytheme,41.060275,-112.237795,2016-10-29,iNat
Colias eurytheme,40.92527,-112.1674633333,2016-10-29,iNat
Vanessa cardui,34.3964187848,-119.5276157745,2016-11-03,iNat
Vanessa cardui,34.232433657,-118.6050416314,2016-11-03,iNat
Libytheana carinenta,33.3980716667,-111.8831466667,2016-11-03,iNat
Vanessa cardui,33.9658345668,-118.4269309044,2016-11-02,iNat
Vanessa cardui,34.066297,-118.167112,2016-11-03,iNat
Vanessa cardui,34.0662195,-118.167245,2016-11-03,iNat
Vanessa cardui,36.2636168,-115.6561016,2016-10-05,iNat
Eurema mexicana,32.217753,-110.883876,2016-10-28,iNat
Vanessa cardui,34.0657076505,-118.162209493,2016-11-04,iNat
Vanessa cardui,34.0662087221,-118.1671046467,2016-11-04,iNat
Vanessa cardui,34.06618319,-118.16707475,2016-11-04,iNat
Vanessa cardui,34.0661351709,-118.1669451391,2016-11-04,iNat
Vanessa cardui,34.0665090905,-118.1669361283,2016-11-04,iNat
Vanessa cardui,34.063574,-118.173473,2016-11-04,iNat
Vanessa cardui,31.9039238735,-116.7002062801,2016-11-02,iNat
Vanessa cardui,32.6742775971,-117.239844203,2016-11-04,iNat
Vanessa cardui,36.9624431953,-122.1061706543,2016-11-04,iNat
Libytheana carinenta,33.3616998109,-112.0274162292,2016-11-04,iNat
Colias eurytheme,34.5774653155,-119.7199308636,2016-11-05,iNat
Celastrina echo,33.9508739,-111.4515242,2016-06-03,iNat
Vanessa cardui,34.0703016667,-118.227845,2016-11-04,iNat
Colias eurytheme,38.9113429934,-104.8520940542,2016-07-07,iNat
Vanessa cardui,38.883469092,-104.8331119344,2015-04-15,iNat
Vanessa cardui,34.2364272671,-118.2482891571,2016-11-05,iNat
Vanessa cardui,34.2730118537,-118.6132264137,2016-11-04,iNat
Vanessa cardui,38.6166533333,-109.616195,2016-11-06,iNat
Vanessa cardui,37.9105866667,-122.6101083333,2016-11-05,iNat
Vanessa cardui,34.0757616667,-118.2327733333,2016-11-05,iNat
